,0.0,0.0001,0.001,0.01,0.1,1.0,10.0
17,"tensor(95.6851, grad_fn=<MulBackward0>)","tensor(75.2545, grad_fn=<MulBackward0>)","tensor(84.2181, grad_fn=<MulBackward0>)","tensor(91.8112, grad_fn=<MulBackward0>)","tensor(156.3175, grad_fn=<MulBackward0>)","tensor(298.8028, grad_fn=<MulBackward0>)","tensor(1900.1539, grad_fn=<MulBackward0>)"
18,"tensor(97.5587, grad_fn=<MulBackward0>)","tensor(75.6873, grad_fn=<MulBackward0>)","tensor(87.0620, grad_fn=<MulBackward0>)","tensor(95.2502, grad_fn=<MulBackward0>)","tensor(163.7729, grad_fn=<MulBackward0>)","tensor(313.7435, grad_fn=<MulBackward0>)","tensor(2080.3970, grad_fn=<MulBackward0>)"
19,"tensor(98.2816, grad_fn=<MulBackward0>)","tensor(76.4987, grad_fn=<MulBackward0>)","tensor(89.8740, grad_fn=<MulBackward0>)","tensor(98.0471, grad_fn=<MulBackward0>)","tensor(170.8520, grad_fn=<MulBackward0>)","tensor(340.5448, grad_fn=<MulBackward0>)","tensor(2256.3191, grad_fn=<MulBackward0>)"
20,"tensor(99.3932, grad_fn=<MulBackward0>)","tensor(77.3353, grad_fn=<MulBackward0>)","tensor(92.3600, grad_fn=<MulBackward0>)","tensor(101.0986, grad_fn=<MulBackward0>)","tensor(177.9763, grad_fn=<MulBackward0>)","tensor(375.1816, grad_fn=<MulBackward0>)","tensor(2466.1028, grad_fn=<MulBackward0>)"
21,"tensor(100.3276, grad_fn=<MulBackward0>)","tensor(77.6891, grad_fn=<MulBackward0>)","tensor(94.8005, grad_fn=<MulBackward0>)","tensor(104.3960, grad_fn=<MulBackward0>)","tensor(184.7979, grad_fn=<MulBackward0>)","tensor(415.4851, grad_fn=<MulBackward0>)","tensor(2672.6270, grad_fn=<MulBackward0>)"
22,"tensor(101.4845, grad_fn=<MulBackward0>)","tensor(78.0287, grad_fn=<MulBackward0>)","tensor(97.1377, grad_fn=<MulBackward0>)","tensor(107.5112, grad_fn=<MulBackward0>)","tensor(191.8141, grad_fn=<MulBackward0>)","tensor(453.5073, grad_fn=<MulBackward0>)","tensor(2876.1768, grad_fn=<MulBackward0>)"
23,"tensor(102.4602, grad_fn=<MulBackward0>)","tensor(78.3273, grad_fn=<MulBackward0>)","tensor(99.5065, grad_fn=<MulBackward0>)","tensor(110.4807, grad_fn=<MulBackward0>)","tensor(198.1493, grad_fn=<MulBackward0>)","tensor(493.6690, grad_fn=<MulBackward0>)","tensor(3085.5510, grad_fn=<MulBackward0>)"
24,"tensor(103.6329, grad_fn=<MulBackward0>)","tensor(78.1136, grad_fn=<MulBackward0>)","tensor(101.7883, grad_fn=<MulBackward0>)","tensor(113.7405, grad_fn=<MulBackward0>)","tensor(204.8062, grad_fn=<MulBackward0>)","tensor(538.0418, grad_fn=<MulBackward0>)","tensor(3295.3330, grad_fn=<MulBackward0>)"
25,"tensor(104.6324, grad_fn=<MulBackward0>)","tensor(78.2222, grad_fn=<MulBackward0>)","tensor(103.9019, grad_fn=<MulBackward0>)","tensor(116.6234, grad_fn=<MulBackward0>)","tensor(212.2590, grad_fn=<MulBackward0>)","tensor(582.5700, grad_fn=<MulBackward0>)","tensor(3478.0532, grad_fn=<MulBackward0>)"
26,"tensor(104.8959, grad_fn=<MulBackward0>)","tensor(78.0805, grad_fn=<MulBackward0>)","tensor(105.8891, grad_fn=<MulBackward0>)","tensor(119.3370, grad_fn=<MulBackward0>)","tensor(219.3353, grad_fn=<MulBackward0>)","tensor(628.1569, grad_fn=<MulBackward0>)","tensor(3655.7942, grad_fn=<MulBackward0>)"
27,"tensor(105.2985, grad_fn=<MulBackward0>)","tensor(78.0136, grad_fn=<MulBackward0>)","tensor(107.5006, grad_fn=<MulBackward0>)","tensor(121.7208, grad_fn=<MulBackward0>)","tensor(226.5242, grad_fn=<MulBackward0>)","tensor(675.8442, grad_fn=<MulBackward0>)","tensor(3887.0205, grad_fn=<MulBackward0>)"
28,"tensor(105.1641, grad_fn=<MulBackward0>)","tensor(77.3778, grad_fn=<MulBackward0>)","tensor(108.8245, grad_fn=<MulBackward0>)","tensor(124.0841, grad_fn=<MulBackward0>)","tensor(234.1593, grad_fn=<MulBackward0>)","tensor(723.5955, grad_fn=<MulBackward0>)","tensor(4129.8042, grad_fn=<MulBackward0>)"
29,"tensor(104.8818, grad_fn=<MulBackward0>)","tensor(77.1192, grad_fn=<MulBackward0>)","tensor(110.0173, grad_fn=<MulBackward0>)","tensor(126.1820, grad_fn=<MulBackward0>)","tensor(242.3337, grad_fn=<MulBackward0>)","tensor(774.3537, grad_fn=<MulBackward0>)","tensor(4344.9307, grad_fn=<MulBackward0>)"
30,"tensor(105.1790, grad_fn=<MulBackward0>)","tensor(76.8930, grad_fn=<MulBackward0>)","tensor(111.5180, grad_fn=<MulBackward0>)","tensor(127.9969, grad_fn=<MulBackward0>)","tensor(249.1185, grad_fn=<MulBackward0>)","tensor(830.2248, grad_fn=<MulBackward0>)","tensor(4527.8960, grad_fn=<MulBackward0>)"
31,"tensor(104.8723, grad_fn=<MulBackward0>)","tensor(76.6098, grad_fn=<MulBackward0>)","tensor(112.6037, grad_fn=<MulBackward0>)","tensor(130.3413, grad_fn=<MulBackward0>)","tensor(257.4165, grad_fn=<MulBackward0>)","tensor(886.6758, grad_fn=<MulBackward0>)","tensor(4692.7974, grad_fn=<MulBackward0>)"
32,"tensor(104.8062, grad_fn=<MulBackward0>)","tensor(76.0883, grad_fn=<MulBackward0>)","tensor(113.9045, grad_fn=<MulBackward0>)","tensor(132.2997, grad_fn=<MulBackward0>)","tensor(264.9330, grad_fn=<MulBackward0>)","tensor(944.6801, grad_fn=<MulBackward0>)","tensor(4827.1855, grad_fn=<MulBackward0>)"
33,"tensor(104.4391, grad_fn=<MulBackward0>)","tensor(75.6213, grad_fn=<MulBackward0>)","tensor(114.9459, grad_fn=<MulBackward0>)","tensor(134.7063, grad_fn=<MulBackward0>)","tensor(273.1732, grad_fn=<MulBackward0>)","tensor(1001.3828, grad_fn=<MulBackward0>)","tensor(4961.0005, grad_fn=<MulBackward0>)"
34,"tensor(104.5282, grad_fn=<MulBackward0>)","tensor(75.4167, grad_fn=<MulBackward0>)","tensor(116.1718, grad_fn=<MulBackward0>)","tensor(137.0257, grad_fn=<MulBackward0>)","tensor(281.8048, grad_fn=<MulBackward0>)","tensor(1064.0120, grad_fn=<MulBackward0>)","tensor(5041.2246, grad_fn=<MulBackward0>)"
35,"tensor(104.3786, grad_fn=<MulBackward0>)","tensor(74.8249, grad_fn=<MulBackward0>)","tensor(117.1840, grad_fn=<MulBackward0>)","tensor(139.3706, grad_fn=<MulBackward0>)","tensor(290.4807, grad_fn=<MulBackward0>)","tensor(1122.2231, grad_fn=<MulBackward0>)","tensor(5130.1587, grad_fn=<MulBackward0>)"
36,"tensor(104.5818, grad_fn=<MulBackward0>)","tensor(74.4438, grad_fn=<MulBackward0>)","tensor(118.5073, grad_fn=<MulBackward0>)","tensor(141.7977, grad_fn=<MulBackward0>)","tensor(300.0593, grad_fn=<MulBackward0>)","tensor(1184.6376, grad_fn=<MulBackward0>)","tensor(5322.6650, grad_fn=<MulBackward0>)"
37,"tensor(104.4287, grad_fn=<MulBackward0>)","tensor(74.2822, grad_fn=<MulBackward0>)","tensor(119.5034, grad_fn=<MulBackward0>)","tensor(144.2729, grad_fn=<MulBackward0>)","tensor(309.6918, grad_fn=<MulBackward0>)","tensor(1242.1816, grad_fn=<MulBackward0>)","tensor(5561.7402, grad_fn=<MulBackward0>)"
38,"tensor(104.3023, grad_fn=<MulBackward0>)","tensor(73.9706, grad_fn=<MulBackward0>)","tensor(120.7142, grad_fn=<MulBackward0>)","tensor(146.7483, grad_fn=<MulBackward0>)","tensor(319.1595, grad_fn=<MulBackward0>)","tensor(1301.3678, grad_fn=<MulBackward0>)","tensor(5789.8804, grad_fn=<MulBackward0>)"
39,"tensor(104.5525, grad_fn=<MulBackward0>)","tensor(73.5665, grad_fn=<MulBackward0>)","tensor(121.9774, grad_fn=<MulBackward0>)","tensor(149.4112, grad_fn=<MulBackward0>)","tensor(329.3264, grad_fn=<MulBackward0>)","tensor(1357.9464, grad_fn=<MulBackward0>)","tensor(6027.2939, grad_fn=<MulBackward0>)"
40,"tensor(104.6903, grad_fn=<MulBackward0>)","tensor(73.5054, grad_fn=<MulBackward0>)","tensor(122.7515, grad_fn=<MulBackward0>)","tensor(152.0551, grad_fn=<MulBackward0>)","tensor(337.9234, grad_fn=<MulBackward0>)","tensor(1411.9873, grad_fn=<MulBackward0>)","tensor(6282.2207, grad_fn=<MulBackward0>)"
41,"tensor(104.6233, grad_fn=<MulBackward0>)","tensor(73.3280, grad_fn=<MulBackward0>)","tensor(124.0552, grad_fn=<MulBackward0>)","tensor(154.6156, grad_fn=<MulBackward0>)","tensor(347.9234, grad_fn=<MulBackward0>)","tensor(1474.7690, grad_fn=<MulBackward0>)","tensor(6515.5146, grad_fn=<MulBackward0>)"
42,"tensor(104.6571, grad_fn=<MulBackward0>)","tensor(73.0394, grad_fn=<MulBackward0>)","tensor(124.8593, grad_fn=<MulBackward0>)","tensor(157.4924, grad_fn=<MulBackward0>)","tensor(357.0098, grad_fn=<MulBackward0>)","tensor(1544.5763, grad_fn=<MulBackward0>)","tensor(6707.1406, grad_fn=<MulBackward0>)"
43,"tensor(105.0507, grad_fn=<MulBackward0>)","tensor(72.8475, grad_fn=<MulBackward0>)","tensor(125.6653, grad_fn=<MulBackward0>)","tensor(160.1376, grad_fn=<MulBackward0>)","tensor(366.6856, grad_fn=<MulBackward0>)","tensor(1614.7783, grad_fn=<MulBackward0>)","tensor(6871.2959, grad_fn=<MulBackward0>)"
44,"tensor(105.2883, grad_fn=<MulBackward0>)","tensor(72.6461, grad_fn=<MulBackward0>)","tensor(126.5113, grad_fn=<MulBackward0>)","tensor(162.6155, grad_fn=<MulBackward0>)","tensor(376.2026, grad_fn=<MulBackward0>)","tensor(1688.4961, grad_fn=<MulBackward0>)","tensor(7019.4731, grad_fn=<MulBackward0>)"
45,"tensor(105.4658, grad_fn=<MulBackward0>)","tensor(72.5439, grad_fn=<MulBackward0>)","tensor(127.2249, grad_fn=<MulBackward0>)","tensor(165.4674, grad_fn=<MulBackward0>)","tensor(385.7619, grad_fn=<MulBackward0>)","tensor(1764.0629, grad_fn=<MulBackward0>)","tensor(7156.3613, grad_fn=<MulBackward0>)"
46,"tensor(105.5126, grad_fn=<MulBackward0>)","tensor(72.3743, grad_fn=<MulBackward0>)","tensor(127.8340, grad_fn=<MulBackward0>)","tensor(167.9899, grad_fn=<MulBackward0>)","tensor(395.5320, grad_fn=<MulBackward0>)","tensor(1841.8944, grad_fn=<MulBackward0>)","tensor(7298.2939, grad_fn=<MulBackward0>)"
47,"tensor(105.4774, grad_fn=<MulBackward0>)","tensor(72.1388, grad_fn=<MulBackward0>)","tensor(128.6520, grad_fn=<MulBackward0>)","tensor(170.7540, grad_fn=<MulBackward0>)","tensor(404.6048, grad_fn=<MulBackward0>)","tensor(1916.2656, grad_fn=<MulBackward0>)","tensor(7459.6309, grad_fn=<MulBackward0>)"
48,"tensor(105.2389, grad_fn=<MulBackward0>)","tensor(71.8802, grad_fn=<MulBackward0>)","tensor(129.2519, grad_fn=<MulBackward0>)","tensor(173.4239, grad_fn=<MulBackward0>)","tensor(414.3957, grad_fn=<MulBackward0>)","tensor(1990.6967, grad_fn=<MulBackward0>)","tensor(7592.9893, grad_fn=<MulBackward0>)"
49,"tensor(105.2609, grad_fn=<MulBackward0>)","tensor(71.8003, grad_fn=<MulBackward0>)","tensor(129.8059, grad_fn=<MulBackward0>)","tensor(176.0641, grad_fn=<MulBackward0>)","tensor(424.2308, grad_fn=<MulBackward0>)","tensor(2067.9404, grad_fn=<MulBackward0>)","tensor(7721.0752, grad_fn=<MulBackward0>)"
